,RegionName,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,# of Bedrooms,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08
714,10034,0.0,0.0,0.0,0.0,0.0,1250.0,1250.0,1275.0,1250.0,1250.0,1250.0,1295.0,1295.0,1250.0,1262.5,1275.0,1278.0,1275.0,1275.0,1255.0,1275.0,1279.5,1295.0,1350.0,1350.0,1325.0,1300.0,1300.0,1300.0,1300.0,1325.0,1350.0,1350.0,1350.0,1350.0,1375.0,1385.0,1375.0,1385.0,1375.0,1395.0,1395.0,1400.0,1400.0,1450.0,1475.0,1450.0,1447.5,1450.0,1450.0,1450.0,1400.0,1450.0,1450.0,1447.0,1402.0,1400.0,1425.0,1450.0,1450.0,1400.0,1400.0,1400.0,1450.0,1400.0,1450.0,1425.0,1400.0,1400.0,1400.0,1450.0,1400.0,1400.0,1395.0,1437.5,1450.0,1500.0,1500.0,1550.0,1525.0,1600.0,1600.0,1600.0,1575.0,1550.0,1550.0,1564.5,1550.0,1525.0,1600.0,1575.0,1650.0,1654.5,1650.0,1650.0,1625.0,1650.0,1650.0,1600.0,1600.0,1600.0,1500.0,1675.0,1675.0,1670.0,1660.0,1650.0,1695.0,1,0.0,0.0,0.0,0.0,0.0,0.0
729,11249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2887.0,3067.5,2918.5,2977.0,3120.0,3045.0,3100.0,3110.0,3100.0,3125.0,3138.0,3387.5,3300.0,3295.0,3297.5,3300.0,3295.0,3250.0,3297.0,3400.0,3425.0,3397.5,3295.0,3250.0,3168.5,3095.0,3150.0,3165.0,3195.0,3171.0,3195.0,3200.0,3200.0,3200.0,3195.0,3249.0,3250.0,3200.0,3150.0,2933.0,2975.0,3100.0,3160.0,3300.0,3399.0,3300.0,3318.0,3295.0,3062.0,3385.0,3400.0,3312.0,3310.0,3300.0,3314.0,3300.0,3200.0,3150.0,2895.0,2975.0,3100.0,2980.0,3255.0,3300.0,3207.5,3200.0,3187.5,3197.5,3156.0,3245.0,3264.0,3295.0,3200.0,3180.0,3109.0,3165.5,3177.5,3175.0,3195.0,3156.0,3100.0,3135.0,3199.5,3195.0,3179.0,3150.0,3200.0,3239.0,3202.0,3275.0,3275.0,3300.0,3415.0,3500.0,3478.5,1,0.0,0.0,0.0,0.0,0.0,0.0
753,10026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967.0,1995.0,1990.0,1975.0,1995.0,1895.0,1895.0,1900.0,2095.0,1950.0,1950.0,1950.0,1995.0,2000.0,2150.0,2097.5,2100.0,2150.0,2150.0,2150.0,2150.0,2177.5,2150.0,2250.0,2299.0,2250.0,2200.0,2297.0,2292.5,2200.0,2100.0,2100.0,2100.0,2150.0,2150.0,2150.0,2100.0,2225.0,2350.0,2300.0,2300.0,2345.0,2350.0,2300.0,2488.0,2450.0,2372.5,2345.0,2350.0,2350.0,2250.0,2200.0,2350.0,2372.5,2300.0,2295.0,2219.0,2350.0,2350.0,2300.0,2350.0,2347.5,2300.0,2185.0,2150.0,2197.5,2225.0,2250.0,2225.0,2200.0,2335.0,2172.5,2250.0,2350.0,2300.0,2235.0,2125.0,2000.0,2000.0,2150.0,2150.0,2260.0,2312.5,2300.0,2250.0,2275.0,2250.0,2200.0,2200.0,2100.0,2112.5,2125.0,2172.5,2199.0,2345.0,2375.0,2350.0,2345.0,2350.0,1,0.0,0.0,0.0,0.0,0.0,0.0
773,11237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1350.0,1397.5,1450.0,1550.0,1600.0,1700.0,1700.0,1625.0,1700.0,1500.0,1600.0,1600.0,1699.5,1700.0,1800.0,1795.0,1800.0,1975.0,1837.5,1900.0,2150.0,2100.0,2100.0,2007.5,2000.0,1994.0,1950.0,2000.0,2097.0,2200.0,2200.0,2200.0,2125.0,2100.0,2100.0,2000.0,2000.0,2100.0,1925.0,2049.5,2200.0,2200.0,2300.0,2200.0,2250.0,2150.0,1900.0,1900.0,2000.0,2000.0,2000.0,2199.0,2250.0,2162.5,2372.5,2400.0,2300.0,2100.0,2195.0,2100.0,2100.0,2175.0,2199.0,2150.0,2150.0,2199.0,2199.0,2090.0,2095.0,2115.0,2000.0,2097.0,2150.0,2100.0,2100.0,2200.0,2225.0,2249.5,2299.5,2300.0,2200.0,2100.0,2000.0,2125.0,2200.0,2199.0,2446.0,2500.0,2473.0,2293.0,1,0.0,0.0,0.0,0.0,0.0,0.0
798,11103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,1450.0,1450.0,1400.0,1400.0,1599.5,1600.0,1600.0,1512.5,1512.5,1600.0,1525.0,1600.0,1600.0,1635.0,1750.0,1900.0,1800.0,1897.0,1800.0,1800.0,1800.0,1750.0,1750.0,1800.0,1800.0,1800.0,1750.0,1712.5,1700.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1792.5,1750.0,1795.0,1800.0,1800.0,1800.0,1800.0,1800.0,1750.0,1800.0,1800.0,1875.0,1900.0,1900.0,1897.0,1850.0,1800.0,1825.0,1850.0,1850.0,1850.0,1862.5,1900.0,1850.0,1875.0,1895.0,1900.0,1950.0,1900.0,1900.0,1899.5,1900.0,1900.0,1895.0,1900.0,1900.0,1900.0,1887.5,1850.0,1750.0,1800.0,1800.0,1800.0,1800.0,1837.5,1800.0,1812.5,1800.0,1875.0,1850.0,1875.0,1850.0,1800.0,1800.0,1800.0,1800.0,1800.0,1900.0,1900.0,1900.0,1975.0,1,0.0,0.0,0.0,0.0,0.0,0.0
808,10013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405.0,3410.0,3400.0,3600.0,3600.0,3700.0,3685.0,3600.0,3500.0,3500.0,3372.5,3298.5,3350.0,3450.0,3495.0,3495.0,3500.0,3500.0,3375.0,3495.0,3450.0,3400.0,3350.0,3495.0,3600.0,3500.0,3495.0,3500.0,3595.0,3495.0,3500.0,3550.0,3550.0,3595.0,3750.0,3895.0,3995.0,3600.0,3710.0,3895.0,3995.0,3995.0,3897.5,3895.0,3772.5,3795.0,3895.0,3795.0,3897.5,3900.0,3850.0,3872.5,3725.0,3700.0,3695.0,3795.0,3795.0,3650.0,3725.0,3737.5,3625.0,3750.0,3695.0,3197.0,3737.5,3500.0,3500.0,3750.0,3860.0,3595.0,3562.5,3495.0,3712.5,3700.0,3795.0,3750.0,3695.0,3722.5,3795.0,3650.0,3772.5,3650.0,3695.0,3585.0,3575.0,3525.0,3750.0,3575.0,3672.5,3795.0,3695.0,3500.0,3875.0,3995.0,3900.0,3650.0,3795.0,1,0.0,0.0,0.0,0.0,0.0,0.0
809,11231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,2400.0,2400.0,2350.0,2300.0,2200.0,2325.0,2450.0,2500.0,2375.0,2312.0,2300.0,2400.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2450.0,2500.0,2550.0,2550.0,2550.0,2600.0,2500.0,2500.0,2400.0,2400.0,2500.0,2400.0,2500.0,2500.0,2650.0,2575.0,2500.0,2575.0,2600.0,2600.0,2697.5,2600.0,2600.0,2500.0,2500.0,2425.0,2600.0,2600.0,2500.0,2500.0,2500.0,2800.0,2700.0,2500.0,2500.0,2500.0,2500.0,2500.0,2550.0,2550.0,2500.0,2500.0,2500.0,2500.0,2550.0,2600.0,2600.0,2572.5,2500.0,2500.0,2500.0,2650.0,2600.0,2500.0,2575.0,2583.0,2550.0,2650.0,2500.0,2500.0,2500.0,2600.0,2600.0,2550.0,2700.0,2600.0,1,0.0,0.0,0.0,0.0,0.0,0.0
810,11367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,1425.0,1487.5,1500.0,1500.0,1672.5,1725.0,1695.0,1550.0,1574.5,1650.0,1697.5,1650.0,1650.0,1550.0,1550.0,1550.0,1550.0,1550.0,1600.0,1550.0,1550.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1715.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1725.0,1725.0,1725.0,1750.0,1750.0,1750.0,1785.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1825.0,1825.0,1825.0,1825.0,1825.0,1800.0,1,0.0,0.0,0.0,0.0,0.0,0.0
824,11102,0.0,0.0,0.0,0.0,0.0,0.0,1495.0,1495.0,1450.0,1512.5,1562.5,1595.0,1595.0,1690.0,1700.0,1700.0,1700.0,1700.0,1775.0,1775.0,1802.5,1750.0,1795.0,1872.5,1912.5,1975.0,1850.0,1850.0,1825.0,1850.0,1915.0,1900.0,1850.0,1850.0,1900.0,2100.0,2150.0,2100.0,2000.0,2000.0,1995.0,2000.0,2000.0,2000.0,2050.0,2100.0,2100.0,2000.0,2000.0,2100.0,2100.0,2102.5,2100.0,2100.0,2000.0,2000.0,2100.0,2075.0,2050.0,2100.0,2150.0,2100.0,2095.0,2000.0,2000.0,2100.0,2097.5,2095.0,2025.0,2050.0,2137.5,2100.0,2100.0,2100.0,2250.0,2200.0,2200.0,2195.0,2150.0,2100.0,2085.0,2000.0,2050.0,2150.0,2000.0,2000.0,2100.0,2000.0,2000.0,2175.0,2150.0,2125.0,2000.0,1950.0,2000.0,2250.0,2200.0,2100.0,1982.5,1975.0,2000.0,2100.0,2150.0,2199.0,2200.0,2200.0,2200.0,2200.0,1,0.0,0.0,0.0,0.0,0.0,0.0
844,10035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,1672.5,1700.0,1725.0,1850.0,1900.0,1900.0,1900.0,1825.0,1895.0,1890.0,1850.0,1900.0,1900.0,1941.0,1968.0,1900.0,1800.0,1850.0,1895.0,1850.0,1875.0,1850.0,1795.0,1750.0,1800.0,1900.0,1800.0,1695.0,1650.0,1795.0,1795.0,1795.0,1800.0,1837.5,1800.0,1800.0,1850.0,1800.0,1800.0,1797.5,1750.0,1800.0,1800.0,1799.0,1650.0,1700.0,1850.0,1850.0,1800.0,1850.0,1874.5,1950.0,1900.0,1950.0,1950.0,2019.0,1800.0,1837.5,1790.0,1850.0,1899.0,1850.0,1837.5,1812.5,1800.0,1975.0,1999.0,2006.5,2116.0,2108.0,2099.0,2129.0,2069.0,2006.5,2150.0,2100.0,2000.0,1995.0,1960.0,1900.0,1900.0,2099.5,2100.0,2250.0,2075.0,2097.5,2019.0,2100.0,1995.0,1975.0,2025.0,2075.0,1999.5,2015.0,2038.0,2200.0,2150.0,1,0.0,0.0,0.0,0.0,0.0,0.0
874,10075,0.0,0.0,0.0,1995.0,1887.5,2200.0,2200.0,2200.0,2200.0,2195.0,2195.0,2225.0,2295.0,2350.0,2400.0,2400.0,2295.0,2250.0,2300.0,2395.0,2300.0,2250.0,2295.0,2285.0,2295.0,2295.0,2295.0,2300.0,2250.0,2300.0,2300.0,2325.0,2300.0,2350.0,2295.0,2350.0,2350.0,2350.0,2299.5,2299.0,2300.0,2300.0,2300.0,2295.0,2300.0,2297.0,2425.0,2400.0,2400.0,2400.0,2400.0,2437.5,2500.0,2500.0,2495.0,2450.0,2500.0,2495.0,2495.0,2500.0,2450.0,2500.0,2450.0,2460.0,2500.0,2537.5,2550.0,2550.0,2500.0,2497.5,2350.0,2450.0,2427.0,2450.0,2472.5,2400.0,2472.5,2500.0,2500.0,2495.0,2495.0,2500.0,2500.0,2495.0,2497.5,2450.0,2450.0,2450.0,2412.5,2488.0,2450.0,2425.0,2450.0,2450.0,2495.0,2495.0,2450.0,2450.0,2446.5,2400.0,2450.0,2550.0,2450.0,2495.0,2500.0,2500.0,2450.0,2450.0,1,0.0,0.0,0.0,0.0,0.0,0.0
908,10012,0.0,0.0,0.0,0.0,2398.0,2398.0,2500.0,2650.0,2650.0,2800.0,2750.0,2795.0,2700.0,2797.5,2895.0,2977.0,2900.0,2900.0,2995.0,2950.0,3000.0,3000.0,3000.0,2900.0,2850.0,3000.0,3100.0,3200.0,3100.0,3000.0,3000.0,2950.0,2950.0,2995.0,3000.0,3000.0,3000.0,3100.0,3100.0,2995.0,3000.0,3000.0,3000.0,3000.0,2995.0,2996.0,3000.0,3150.0,3095.0,3100.0,3199.0,3100.0,3195.0,3150.0,3199.0,3100.0,3000.0,3000.0,3050.0,3050.0,3195.0,3250.0,3200.0,3150.0,3199.0,3045.0,3195.0,3100.0,3050.0,3000.0,3000.0,3000.0,2995.0,3025.0,2995.0,2950.0,3000.0,3050.0,3000.0,3000.0,3000.0,3000.0,3090.0,3025.0,3000.0,3000.0,3000.0,2999.5,3000.0,3000.0,3000.0,3100.0,3125.0,3150.0,3101.5,3100.0,3100.0,3050.0,3095.0,3075.0,3195.0,3182.0,3095.0,3199.0,3120.5,3199.0,3199.0,3199.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1004,11105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1450.0,1487.5,1525.0,1597.5,1525.0,1525.0,1525.0,1550.0,1550.0,1597.5,1550.0,1650.0,1650.0,1750.0,1750.0,1750.0,1775.0,1772.5,1675.0,1675.0,1895.0,1900.0,1795.0,1800.0,1777.5,1797.5,1750.0,1797.5,1750.0,1695.0,1688.0,1650.0,1699.0,1750.0,1700.0,1750.0,1775.0,1800.0,1850.0,1800.0,1900.0,1900.0,1800.0,1800.0,1750.0,1750.0,1750.0,1750.0,1750.0,1800.0,1800.0,1800.0,1800.0,1795.0,1775.0,1800.0,1775.0,1800.0,1785.0,1800.0,1862.5,1850.0,1800.0,1812.5,1850.0,1850.0,1895.0,1850.0,1800.0,1800.0,1850.0,1875.0,1800.0,1800.0,1800.0,1799.0,1797.0,1750.0,1800.0,1795.0,1800.0,1850.0,1800.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1800.0,1800.0,1850.0,1800.0,1875.0,1850.0,1872.5,1850.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1007,10465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1375.0,1400.0,1450.0,1500.0,1400.0,1400.0,1500.0,1400.0,1400.0,1450.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1550.0,1525.0,1500.0,1550.0,1550.0,1600.0,1600.0,1600.0,1600.0,1550.0,1600.0,1600.0,1600.0,1600.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1056,10038,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,2990.0,2997.5,3000.0,3050.0,3095.0,3100.0,3025.0,3000.0,3000.0,3000.0,3000.0,3000.0,3025.0,3085.0,3100.0,3150.0,3200.0,3195.0,3195.0,3195.0,3195.0,3195.0,3152.5,3150.0,3150.0,3150.0,3195.5,3200.0,3200.0,3195.0,3175.0,3195.0,3195.0,3195.0,3200.0,3225.0,3210.0,3129.5,3195.0,3295.0,3350.0,3370.0,3313.5,3305.0,3300.0,3350.0,3365.0,3377.0,3495.0,3375.0,3395.0,3495.0,3495.0,3495.0,3430.0,3395.0,3395.0,3395.0,3395.0,3450.0,3450.0,3397.5,3485.0,3450.0,3450.0,3479.0,3385.0,3350.0,3350.0,3338.0,3350.0,3369.0,3395.0,3425.0,3425.0,3395.0,3395.0,3477.5,3425.0,3471.0,3410.0,3378.0,3395.0,3390.0,3375.0,3326.0,3395.0,3412.5,3397.5,3395.0,3527.5,3395.0,3350.0,3552.0,3527.5,3595.0,3650.0,3700.0,3694.0,3752.0,3650.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1070,11358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.0,1295.0,1295.0,1300.0,1325.0,1350.0,1325.0,1270.0,1288.0,1325.0,1325.0,1312.5,1325.0,1368.0,1350.0,1350.0,1425.0,1425.0,1425.0,1450.0,1425.0,1400.0,1400.0,1437.5,1450.0,1450.0,1425.0,1400.0,1390.0,1475.0,1475.0,1425.0,1450.0,1500.0,1450.0,1450.0,1450.0,1572.5,1500.0,1475.0,1500.0,1600.0,1600.0,1600.0,1600.0,1650.0,1562.5,1562.5,1590.0,1600.0,1600.0,1600.0,1550.0,1697.5,1650.0,1600.0,1550.0,1550.0,1600.0,1650.0,1650.0,1600.0,1615.0,1650.0,1600.0,1600.0,1625.0,1625.0,1650.0,1650.0,1650.0,1650.0,1625.0,1625.0,1650.0,1650.0,1650.0,1650.0,1650.0,1700.0,1700.0,1672.5,1700.0,1700.0,1700.0,1691.0,1700.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1075,10030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1412.5,1395.0,1350.0,1375.0,1350.0,1395.0,1362.5,1375.0,1345.0,1345.0,1345.0,1397.0,1450.0,1500.0,1445.0,1400.0,1400.0,1449.0,1450.0,1450.0,1449.0,1449.0,1450.0,1495.0,1495.0,1499.0,1495.0,1525.0,1525.0,1500.0,1500.0,1500.0,1499.0,1499.0,1499.0,1500.0,1550.0,1625.0,1650.0,1649.0,1672.5,1600.0,1600.0,1700.0,1775.0,1775.0,1750.0,1725.0,1700.0,1700.0,1700.0,1793.0,1800.0,1799.5,1750.0,1750.0,1700.0,1695.0,1700.0,1750.0,1745.0,1750.0,1700.0,1700.0,1725.0,1762.5,1750.0,1785.0,1755.0,1800.0,1825.0,1800.0,1800.0,1800.0,1775.0,1800.0,1750.0,1750.0,1750.0,1807.5,1775.0,1750.0,1800.0,1850.0,1895.0,1925.0,1850.0,1812.5,1800.0,1825.0,1850.0,1850.0,1811.0,1842.0,1862.5,1995.0,1997.0,1995.0,1960.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1077,11104,0.0,0.0,0.0,0.0,0.0,0.0,1475.0,1475.0,1500.0,1500.0,1500.0,1550.0,1550.0,1550.0,1625.0,1612.5,1650.0,1550.0,1575.0,1575.0,1575.0,1575.0,1550.0,1575.0,1600.0,1650.0,1650.0,1650.0,1625.0,1650.0,1650.0,1675.0,1650.0,1700.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1800.0,1800.0,1825.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1885.0,1900.0,1850.0,1800.0,1850.0,1900.0,1875.0,1900.0,1900.0,1900.0,1937.5,2000.0,2000.0,2000.0,2000.0,2000.0,1995.0,2000.0,1900.0,1900.0,1900.0,1950.0,2094.0,2100.0,2050.0,2050.0,2000.0,1850.0,1875.0,1850.0,1899.0,1875.0,1900.0,1900.0,1875.0,1900.0,1900.0,1912.5,1875.0,1897.5,1887.5,1862.5,1877.5,1800.0,1825.0,1795.0,1800.0,1800.0,1825.0,1800.0,1897.5,1885.0,1900.0,1875.0,1900.0,1900.0,1900.0,1925.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1132,10017,0.0,0.0,0.0,0.0,0.0,2500.0,2550.0,2600.0,2612.5,2700.0,2750.0,2712.5,2800.0,2800.0,2900.0,2900.0,2850.0,2800.0,2800.0,2800.0,2800.0,2800.0,2900.0,2895.0,2800.0,2900.0,3000.0,2995.0,2925.0,2950.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,2970.0,2995.0,3000.0,3000.0,3025.0,3095.0,3100.0,3200.0,3250.0,3300.0,3250.0,3200.0,3300.0,3295.0,3295.0,3300.0,3350.0,3400.0,3295.0,3295.0,3200.0,3285.0,3225.0,3212.5,3300.0,3300.0,3295.0,3200.0,3200.0,3195.0,3200.0,3275.0,3200.0,3072.5,3250.0,3100.0,3100.0,3012.5,3050.0,3082.5,3200.0,3200.0,3295.0,3200.0,3100.0,3050.0,3100.0,3097.5,3035.0,3095.0,3100.0,3202.0,3200.0,3195.0,3297.5,3197.5,3200.0,3200.0,3350.0,3277.0,3192.5,3100.0,3200.0,3350.0,3397.5,3350.0,3350.0,3300.0,3350.0,3300.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1138,10039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,1700.0,1697.5,1685.0,1772.5,1750.0,1754.5,1650.0,1675.0,1625.0,1625.0,1650.0,1700.0,1683.5,1772.0,1750.0,1800.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1165,11228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1125.0,1100.0,1150.0,1212.5,1200.0,1200.0,1225.0,1262.5,1250.0,1200.0,1200.0,1200.0,1275.0,1275.0,1250.0,1250.0,1250.0,1250.0,1275.0,1299.0,1299.5,1300.0,1295.0,1275.0,1300.0,1300.0,1350.0,1300.0,1350.0,1350.0,1387.0,1350.0,1350.0,1375.0,1400.0,1475.0,1450.0,1462.5,1350.0,1350.0,1400.0,1400.0,1400.0,1450.0,1474.5,1400.0,1500.0,1450.0,1450.0,1500.0,1487.5,1500.0,1500.0,1400.0,1412.5,1500.0,1475.0,1500.0,1500.0,1500.0,1500.0,1550.0,1550.0,1500.0,1500.0,1512.5,1500.0,1500.0,1575.0,1550.0,1587.5,1600.0,1500.0,1500.0,1600.0,1595.0,1549.0,1600.0,1599.5,1600.0,1600.0,1500.0,1600.0,1500.0,1500.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1179,11379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,1697.0,1599.0,1500.0,1500.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1595.0,1600.0,1600.0,1600.0,1600.0,1595.0,1597.5,1562.5,1600.0,1600.0,1600.0,1600.0,1600.0,1687.0,1650.0,1650.0,1600.0,1600.0,1650.0,1600.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1227,10037,0.0,0.0,0.0,0.0,0.0,0.0,1435.0,1425.0,1435.0,1450.0,1495.0,1475.0,1495.0,1495.0,1525.0,1525.0,1525.0,1525.0,1495.0,1495.0,1495.0,1550.0,1550.0,1600.0,1650.0,1600.0,1625.0,1650.0,1650.0,1650.0,1625.0,1615.0,1650.0,1675.0,1665.0,1700.0,1685.0,1675.0,1695.0,1675.0,1695.0,1695.0,1695.0,1699.0,1750.0,1725.0,1725.0,1750.0,1744.5,1750.0,1725.0,1738.5,1750.0,1775.0,1795.0,1785.0,1775.0,1795.0,1812.5,1850.0,1825.0,1805.0,1825.0,1799.0,1850.0,1842.0,1835.0,1775.0,1875.0,1785.0,1835.0,1775.0,1762.5,1875.0,1890.0,1785.0,1885.0,1780.0,1750.0,1750.0,1775.0,1800.0,1862.5,1850.0,1795.0,1791.0,1787.0,1800.0,1800.0,1791.0,1750.0,1750.0,1850.0,1890.0,1791.0,1810.0,1880.0,1805.0,1842.5,1862.5,1862.5,1821.5,1880.0,1812.5,1877.5,1800.0,1875.0,1930.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1280,10309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1250.0,1250.0,1200.0,1250.0,1300.0,1300.0,1275.0,1250.0,1300.0,1350.0,1325.0,1,0.0,0.0,0.0,0.0,0.0,0.0
